"AGARRE ELECTRIZANTE";"";"True"
"AMISTAD";"";"True"
"ASTILLA MENTAL";"";"True"
"ATRACCIÓN DEL RELÁMPAGO";"";"True"
"CONGELACIÓN";"";"True"
"CONTROLAR LLAMAS";"";"True"
"CREAR HOGUERA";"";"True"
"DESCARGA DE FUEGO";"";"True"
"ESTALLIDO DE ESPADAS";"";"True"
"FILO ATRONADOR";"";"True"
"FILO DE LLAMAS VERDES";"";"True"
"GUARDIA DE CUCHILLAS";"";"True"
"ILUSIÓN MENOR";"";"True"
"IMPACTO CERTERO";"";"True"
"INFESTACIÓN";"";"True"
"LUCES DANZANTES";"";"True"
"LUZ";"";"True"
"MANO DE MAGO";"";"True"
"MENSAJE";"";"True"
"MOLDEAR TIERRA";"";"True"
"PALMADA ATRONADORA";"";"True"
"PRESTIDIGITACIÓN";"";"True"
"RAYO DE ESCARCHA";"";"True"
"REPARAR";"";"True"
"ROCIADA VENENOSA";"";"True"
"RÁFAGA";"";"True"
"SALPICADURA ÁCIDA";"";"True"
"TOQUE HELADO";"";"True"
"TRANSFORMAR AGUA";"";"True"
"ABSORBER ELEMENTOS";"";"True"
"ALARMA (RITUAL)";"Alma Mecánica";"False"
"ARMADURA DE MAGO";"";"True"
"BRAZOS DE HADAR";"Mente Aberrante";"False"
"BREBAJE CÁUSTICO DE TASHA";"";"True"
"CATAPULTA";"";"True"
"CAÍDA DE PLUMA";"";"True"
"CUCHILLO DE HIELO";"";"True"
"DETECTAR MAGIA (RITUAL)";"";"True"
"DISFRAZARSE";"";"True"
"DORMIR";"";"True"
"ENTENDER IDIOMAS (RITUAL)";"";"True"
"ESCUDO";"";"True"
"FALSA VIDA";"";"True"
"GRASA";"";"True"
"HECHIZAR PERSONA";"";"True"
"IMAGEN SILENCIOSA";"";"True"
"MANOS ARDIENTES";"";"True"
"NUBE DE OSCURECIMIENTO";"";"True"
"OLA ATRONADORA";"";"True"
"ORBE CROMÁTICO";"";"True"
"PROTECCIÓN CONTRA EL BIEN Y EL MAL";"Alma Mecánica";"False"
"PROYECTIL MÁGICO";"";"True"
"RAYO DE HECHICERÍA";"";"True"
"RAYO NAUSEABUNDO";"";"True"
"RETIRADA EXPEDITIVA";"";"True"
"ROCIADA DE COLOR";"";"True"
"SALTO";"";"True"
"SUSURROS DISCORDANTES";"Mente Aberrante";"False"
"TEMBLOR DE TIERRA";"";"True"
"VIROTE DE CAOS";"";"True"
"ABRASADOR DE AGANAZZAR";"";"True"
"ABRIR";"";"True"
"AGARRE DE TIERRA DE MAXIMILIANO";"";"True"
"AGRANDAR/REDUCIR";"";"True"
"ALIENTO DEL DRAGÓN";"";"True"
"ALTERAR EL PROPIO ASPECTO";"";"True"
"ARMA MÁGICA";"";"True"
"ATADURA DE HIELO DE RIME";"";"True"
"ATAR A LA TIERRA";"";"True"
"AUXILIO";"Alma Mecánica";"False"
"CALMAR EMOCIONES";"Mente Aberrante";"False"
"CONTORNO BORROSO";"";"True"
"CORONA DE LA LOCURA";"";"True"
"DETECTAR PENSAMIENTOS";"";"True"
"DETECTAR PENSAMIENTOS";"Mente Aberrante";"False"
"DIABLO DE POLVO";"";"True"
"ESFERA DE LLAMAS";"";"True"
"ESPINA MENTAL";"";"True"
"FUERZA FANTASMAL";"";"True"
"HACER AÑICOS";"";"True"
"HOJA DE FUEGO";"";"True"
"HOJA DE SOMBRA";"";"True"
"IMAGEN MÚLTIPLE";"";"True"
"INMOVILIZAR PERSONA";"";"True"
"INVISIBILIDAD";"";"True"
"LEVITAR";"";"True"
"LÁTIGO MENTAL DE TASHA";"";"True"
"NUBE DE DAGAS";"";"True"
"OSCURIDAD";"";"True"
"PASO BRUMOSO";"";"True"
"PIROTECNIA";"";"True"
"POTENCIAR CARACTERÍSTICA";"";"True"
"RAYO ABRASADOR";"";"True"
"RESTABLECIMIENTO MENOR";"Alma Mecánica";"False"
"RÁFAGA DE VIENTO";"";"True"
"SORDERA/CEGUERA";"";"True"
"SUGESTIÓN";"";"True"
"TELARAÑA";"";"True"
"TORMENTA DE BOLAS DE NIEVE DE SNILLOC";"";"True"
"TRAVESURA DE NATHAIR";"";"True"
"TREPAR CUAL ARÁCNIDO";"";"True"
"VER INVISIBILIDAD";"";"True"
"VIENTO DE SALVAGUARDIA";"";"True"
"VISIÓN EN LA OSCURIDAD";"";"True"
"ACELERAR";"";"True"
"BOLA DE FUEGO";"";"True"
"CAMINAR SOBRE EL AGUA (RITUAL)";"";"True"
"CLARIVIDENCIA";"";"True"
"CONTRAHECHIZO";"";"True"
"DESPLAZAMIENTO";"";"True"
"DISIPAR MAGIA";"";"True"
"DISIPAR MAGIA";"Alma Mecánica";"False"
"DON DE LENGUAS";"";"True"
"ENEMIGOS ABUNDANTES";"";"True"
"FLECHAS FLAMÍGERAS";"";"True"
"FORMA GASEOSA";"";"True"
"FORTALEZA INTELECTUAL";"";"True"
"HAMBRE DE HADAR";"Mente Aberrante";"False"
"IMAGEN MAYOR";"";"True"
"LUZ DEL DÍA";"";"True"
"MAREJADA";"";"True"
"METEOROS DIMINUTOS DE MELF";"";"True"
"MURO DE AGUA";"";"True"
"NUBE APESTOSA";"";"True"
"PASO DE ASHARDALON";"";"True"
"PASO DE TRUENO";"";"True"
"PATRÓN HIPNÓTICO";"";"True"
"PROTECCIÓN CONTRA ENERGÍA";"Alma Mecánica";"False"
"PROTECCIÓN CONTRA LA ENERGÍA";"";"True"
"RALENTIZAR";"";"True"
"RECADO";"Mente Aberrante";"False"
"RELÁMPAGO";"";"True"
"RESPIRAR BAJO EL AGUA (RITUAL)";"";"True"
"SIESTECITA";"";"True"
"TERROR";"";"True"
"TIERRA EN ERUPCIÓN";"";"True"
"TOQUE VAMPÍRICO";"";"True"
"TORMENTA DE AGUANIEVE";"";"True"
"VOLAR";"";"True"
"CONFUSIÓN";"";"True"
"DESTIERRO";"";"True"
"DOMINAR BESTIA";"";"True"
"ESCUDO DE FUEGO";"";"True"
"ESFERA ACUOSA";"";"True"
"ESFERA DE TORMENTA";"";"True"
"ESFERA VITRIÓLICA";"";"True"
"HECHIZAR MONSTRUO";"";"True"
"INVISIBILIDAD MEJORADA";"";"True"
"INVOCAR ABERRACIÓN";"Mente Aberrante";"False"
"INVOCAR AUTÓMATA";"Alma Mecánica";"False"
"LANZA PSÍQUICA DE RAULOTHIM";"";"True"
"LIBERTAD DE MOVIMIENTO";"Alma Mecánica";"False"
"MARCHITAR";"";"True"
"MURO DE FUEGO";"";"True"
"PIEL PÉTREA";"";"True"
"POLIMORFAR";"";"True"
"PUERTA DIMENSIONAL";"";"True"
"RESPLANDOR ENFERMIZO";"";"True"
"TENTÁCULOS NEGROS DE EVARD";"Mente Aberrante";"False"
"TORMENTA DE HIELO";"";"True"
"ANIMAR OBJETOS";"";"True"
"APARIENCIA";"";"True"
"CONO DE FRÍO";"";"True"
"CONTROLAR VIENTOS";"";"True"
"CREACIÓN";"";"True"
"CÍRCULO DE TELETRANSPORTACIÓN";"";"True"
"DOMINAR PERSONA";"";"True"
"EMPODERAR HABILIDADES";"";"True"
"ENERVACIÓN";"";"True"
"ENLACE TELEPÁTICO DE RARY (RITUAL)";"Mente Aberrante";"False"
"ESTÁTICA SINÁPTICA";"";"True"
"INMOLACIÓN";"";"True"
"INMOVILIZAR MONSTRUO";"";"True"
"INVOCAR ESPÍRITU DRACÓNICO";"";"True"
"MANO DE BIGBY";"";"True"
"MURO DE FUERZA";"Alma Mecánica";"False"
"MURO DE LUZ";"";"True"
"MURO DE PIEDRA";"";"True"
"NUBE ANIQUILADORA";"";"True"
"PASO LEJANO";"";"True"
"PLAGA DE INSECTOS";"";"True"
"RESTABLECIMIENTO MAYOR";"Alma Mecánica";"False"
"TELEQUINESIS";"";"True"
"TELEQUINESIS";"Mente Aberrante";"False"
"APARIENCIA SOBRENATURAL DE TASHA";"";"True"
"CÍRCULO DE MUERTE";"";"True"
"DE LA CARNE A LA PIEDRA";"";"True"
"DESINTEGRAR";"";"True"
"DISPERSIÓN";"";"True"
"ESCUDO DE PLATINO DE FIZBAN";"";"True"
"ESFERA CONGELANTE DE OTILUKE";"";"True"
"GLOBO DE INVULNERABILIDAD";"";"True"
"INVESTIDURA DE HIELO";"";"True"
"INVESTIDURA DE LLAMAS";"";"True"
"INVESTIDURA DE PIEDRA";"";"True"
"INVESTIDURA DE VIENTO";"";"True"
"MAL DE OJO";"";"True"
"MOVER LA TIERRA";"";"True"
"PRISIÓN MENTAL";"";"True"
"PUERTA ARCANA";"";"True"
"RAYO SOLAR";"";"True"
"RELÁMPAGO EN CADENA";"";"True"
"SUGESTIÓN EN MASA";"";"True"
"VISIÓN VERAZ";"";"True"
"BOLA DE FUEGO DE EXPLOSIÓN RETARDADA";"";"True"
"CORONA DE ESTRELLAS";"";"True"
"DEDO DE LA MUERTE";"";"True"
"DESPLAZAMIENTO ENTRE PLANOS";"";"True"
"EXCURSIÓN ETÉREA";"";"True"
"INVERTIR LA GRAVEDAD";"";"True"
"PALABRA DE PODER: DOLOR";"";"True"
"ROCIADA PRISMÁTICA";"";"True"
"SUEÑO DEL VELO AZUL";"";"True"
"TELETRANSPORTE";"";"True"
"TORBELLINO";"";"True"
"TORMENTA DE FUEGO";"";"True"
"TRANSFORMACIÓN DRACÓNICA";"";"True"
"DOMINAR MONSTRUO";"";"True"
"EXPLOSIÓN SOLAR";"";"True"
"MARCHITAMIENTO HORRIBLE DE ABI-DALZIM";"";"True"
"NUBE INCENDIARIA";"";"True"
"PALABRA DE PODER: ATURDIR";"";"True"
"SEMIPLANO";"";"True"
"TERREMOTO";"";"True"
"DESEO";"";"True"
"GRITO PSÍQUICO";"";"True"
"GRITO PSÍQUICO";"";"True"
"HOJA DEL DESASTRE";"";"True"
"PALABRA DE PODER: MATAR";"";"True"
"PARAR EL TIEMPO";"";"True"
"POLIMORFAR EN GRUPO";"";"True"
"PORTAL";"";"True"
"TORMENTA DE METEORITOS";"";"True"
